analysis_source,dataset,subject,outcome,stage,model,grid,contrast_name,contrast_id,family_id,tier,replicates,family_stage_count,task_id,resampling_stream,draw_file,draw_prefix,draw_file_sha256,bootstrap_unit,bootstrap_units,observations,first_multiplicity_sha256
C14B_frozen,uci697,all,dropout_vs_all_other,semester1,logistic,c13_selected,no_direct_personal,c14b__uci697__all__dropout_vs_all_other__semester1__no_direct_personal__logistic__minus__uci697__all__dropout_vs_all_other__semester1__full__logistic,c14b|uci697|all|dropout_vs_all_other|logistic|c13_selected|no_direct_personal,sensitivity,2000,2,c14b|uci697|all|dropout_vs_all_other|semester1|logistic|c13_selected,uci697|all|dropout_vs_all_other|semester1,draws/task_557b913bf90f4b861575.npz,c001,b0301e3e73fac09198f749b92b0a732349ac6acd8d4cd81e9dcaffbec98ceac6,row,4424,4424,c1825a1f354219ad6ad6e69c945210b47d8b91be27bd4b21fe5a81f089c30054
C14B_frozen,uci697,all,dropout_vs_all_other,enrollment,histgb,c13_selected,no_family_financial,c14b__uci697__all__dropout_vs_all_other__enrollment__no_family_financial__histgb__minus__uci697__all__dropout_vs_all_other__enrollment__full__histgb,c14b|uci697|all|dropout_vs_all_other|histgb|c13_selected|no_family_financial,sensitivity,2000,2,c14b|uci697|all|dropout_vs_all_other|enrollment|histgb|c13_selected,uci697|all|dropout_vs_all_other|enrollment,draws/task_b888e3a8ace5cd6918e4.npz,c002,676b4089119ac4b0691c27603c0e30d016be54accef28a332b652f0032747cf6,row,4424,4424,ebb3c055f61fa3d7f5a25f70fba1ac4eb890dbb6a5f83d36925e9aa8f0cfb289
C14B_frozen,uci697,all,dropout_vs_all_other,enrollment,logistic,c13_selected,no_family_financial,c14b__uci697__all__dropout_vs_all_other__enrollment__no_family_financial__logistic__minus__uci697__all__dropout_vs_all_other__enrollment__full__logistic,c14b|uci697|all|dropout_vs_all_other|logistic|c13_selected|no_family_financial,sensitivity,2000,2,c14b|uci697|all|dropout_vs_all_other|enrollment|logistic|c13_selected,uci697|all|dropout_vs_all_other|enrollment,draws/task_71a2f22260202d359dda.npz,c002,4c7303b2e3b8c5a70696aa1102d2b2307beb0fc1203052f3031cf9ce27c6b00b,row,4424,4424,ebb3c055f61fa3d7f5a25f70fba1ac4eb890dbb6a5f83d36925e9aa8f0cfb289
C14B_frozen,uci697,all,dropout_vs_all_other,semester1,histgb,c13_selected,no_family_financial,c14b__uci697__all__dropout_vs_all_other__semester1__no_family_financial__histgb__minus__uci697__all__dropout_vs_all_other__semester1__full__histgb,c14b|uci697|all|dropout_vs_all_other|histgb|c13_selected|no_family_financial,sensitivity,2000,2,c14b|uci697|all|dropout_vs_all_other|semester1|histgb|c13_selected,uci697|all|dropout_vs_all_other|semester1,draws/task_0485446b69bfa6071ef5.npz,c002,b9eba8d8c172250f6b3f0a9ab36d4a026235b5433bcae40c482602efa53c4f62,row,4424,4424,c1825a1f354219ad6ad6e69c945210b47d8b91be27bd4b21fe5a81f089c30054
C14B_frozen,uci697,all,dropout_vs_all_other,semester1,logistic,c13_selected,no_family_financial,c14b__uci697__all__dropout_vs_all_other__semester1__no_family_financial__logistic__minus__uci697__all__dropout_vs_all_other__semester1__full__logistic,c14b|uci697|all|dropout_vs_all_other|logistic|c13_selected|no_family_financial,sensitivity,2000,2,c14b|uci697|all|dropout_vs_all_other|semester1|logistic|c13_selected,uci697|all|dropout_vs_all_other|semester1,draws/task_557b913bf90f4b861575.npz,c002,b0301e3e73fac09198f749b92b0a732349ac6acd8d4cd81e9dcaffbec98ceac6,row,4424,4424,c1825a1f354219ad6ad6e69c945210b47d8b91be27bd4b21fe5a81f089c30054
C14B_frozen,uci697,all,dropout_vs_all_other,enrollment,histgb,c13_selected,targeted_gender_special_needs,c14b__uci697__all__dropout_vs_all_other__enrollment__targeted_gender_special_needs__histgb__minus__uci697__all__dropout_vs_all_other__enrollment__full__histgb,c14b|uci697|all|dropout_vs_all_other|histgb|c13_selected|targeted_gender_special_needs,sensitivity,2000,2,c14b|uci697|all|dropout_vs_all_other|enrollment|histgb|c13_selected,uci697|all|dropout_vs_all_other|enrollment,draws/task_b888e3a8ace5cd6918e4.npz,c003,676b4089119ac4b0691c27603c0e30d016be54accef28a332b652f0032747cf6,row,4424,4424,ebb3c055f61fa3d7f5a25f70fba1ac4eb890dbb6a5f83d36925e9aa8f0cfb289
C14B_frozen,uci697,all,dropout_vs_all_other,enrollment,logistic,c13_selected,targeted_gender_special_needs,c14b__uci697__all__dropout_vs_all_other__enrollment__targeted_gender_special_needs__logistic__minus__uci697__all__dropout_vs_all_other__enrollment__full__logistic,c14b|uci697|all|dropout_vs_all_other|logistic|c13_selected|targeted_gender_special_needs,sensitivity,2000,2,c14b|uci697|all|dropout_vs_all_other|enrollment|logistic|c13_selected,uci697|all|dropout_vs_all_other|enrollment,draws/task_71a2f22260202d359dda.npz,c003,4c7303b2e3b8c5a70696aa1102d2b2307beb0fc1203052f3031cf9ce27c6b00b,row,4424,4424,ebb3c055f61fa3d7f5a25f70fba1ac4eb890dbb6a5f83d36925e9aa8f0cfb289
C14B_frozen,uci697,all,dropout_vs_all_other,semester1,histgb,c13_selected,targeted_gender_special_needs,c14b__uci697__all__dropout_vs_all_other__semester1__targeted_gender_special_needs__histgb__minus__uci697__all__dropout_vs_all_other__semester1__full__histgb,c14b|uci697|all|dropout_vs_all_other|histgb|c13_selected|targeted_gender_special_needs,sensitivity,2000,2,c14b|uci697|all|dropout_vs_all_other|semester1|histgb|c13_selected,uci697|all|dropout_vs_all_other|semester1,draws/task_0485446b69bfa6071ef5.npz,c003,b9eba8d8c172250f6b3f0a9ab36d4a026235b5433bcae40c482602efa53c4f62,row,4424,4424,c1825a1f354219ad6ad6e69c945210b47d8b91be27bd4b21fe5a81f089c30054
C14B_frozen,uci697,all,dropout_vs_all_other,semester1,logistic,c13_selected,targeted_gender_special_needs,c14b__uci697__all__dropout_vs_all_other__semester1__targeted_gender_special_needs__logistic__minus__uci697__all__dropout_vs_all_other__semester1__full__logistic,c14b|uci697|all|dropout_vs_all_other|logistic|c13_selected|targeted_gender_special_needs,sensitivity,2000,2,c14b|uci697|all|dropout_vs_all_other|semester1|logistic|c13_selected,uci697|all|dropout_vs_all_other|semester1,draws/task_557b913bf90f4b861575.npz,c003,b0301e3e73fac09198f749b92b0a732349ac6acd8d4cd81e9dcaffbec98ceac6,row,4424,4424,c1825a1f354219ad6ad6e69c945210b47d8b91be27bd4b21fe5a81f089c30054
C14B_frozen,uci697,all,dropout_vs_graduate,enrollment,histgb,c13_selected,legacy_operational,c14b__uci697__all__dropout_vs_graduate__enrollment__legacy_operational__histgb__minus__uci697__all__dropout_vs_graduate__enrollment__full__histgb,c14b|uci697|all|dropout_vs_graduate|histgb|c13_selected|legacy_operational,primary,5000,2,c14b|uci697|all|dropout_vs_graduate|enrollment|histgb|c13_selected,uci697|all|dropout_vs_graduate|enrollment,draws/task_9226774e375e27c17f05.npz,c000,6a4a9dba74e6982e29f69089c386f6fa41d97c3ec6400addcee5edde11c0535c,row,3630,3630,5c938eb5acfc9a9b5dba45b319c16256463f9ac8a8b5421cc904284e923ac5a8
C14B_frozen,uci697,all,dropout_vs_graduate,enrollment,logistic,c13_selected,legacy_operational,c14b__uci697__all__dropout_vs_graduate__enrollment__legacy_operational__logistic__minus__uci697__all__dropout_vs_graduate__enrollment__full__logistic,c14b|uci697|all|dropout_vs_graduate|logistic|c13_selected|legacy_operational,sensitivity,2000,2,c14b|uci697|all|dropout_vs_graduate|enrollment|logistic|c13_selected,uci697|all|dropout_vs_graduate|enrollment,draws/task_96d12470378d13fe2a21.npz,c000,c4483f1f664bd1144fce6a9fc6d1b7e2615a1aee3a50920e8c14cdf93b8a29aa,row,3630,3630,5c938eb5acfc9a9b5dba45b319c16256463f9ac8a8b5421cc904284e923ac5a8
C14B_frozen,uci697,all,dropout_vs_graduate,semester1,histgb,c13_selected,legacy_operational,c14b__uci697__all__dropout_vs_graduate__semester1__legacy_operational__histgb__minus__uci697__all__dropout_vs_graduate__semester1__full__histgb,c14b|uci697|all|dropout_vs_graduate|histgb|c13_selected|legacy_operational,primary,5000,2,c14b|uci697|all|dropout_vs_graduate|semester1|histgb|c13_selected,uci697|all|dropout_vs_graduate|semester1,draws/task_e0f0f655047d46f08c47.npz,c000,6894b95391e3403ccb8455c7cac962d1ebf38b8eb12393377ebb4b2a2b59f9eb,row,3630,3630,c7c05840090efb54df6a9a134a7913df192afcf13701ba4020d123c47437211a
C14B_frozen,uci697,all,dropout_vs_graduate,semester1,logistic,c13_selected,legacy_operational,c14b__uci697__all__dropout_vs_graduate__semester1__legacy_operational__logistic__minus__uci697__all__dropout_vs_graduate__semester1__full__logistic,c14b|uci697|all|dropout_vs_graduate|logistic|c13_selected|legacy_operational,sensitivity,2000,2,c14b|uci697|all|dropout_vs_graduate|semester1|logistic|c13_selected,uci697|all|dropout_vs_graduate|semester1,draws/task_44d2ec9c39e57dd8145b.npz,c000,32968fae87728ed6a06e591c72e9e901f61532b9a3b783ca90e8375980a32c80,row,3630,3630,c7c05840090efb54df6a9a134a7913df192afcf13701ba4020d123c47437211a
C14B_frozen,uci697,all,dropout_vs_graduate,enrollment,histgb,c13_selected,loo__age_at_enrollment,c14b__uci697__all__dropout_vs_graduate__enrollment__loo__age_at_enrollment__histgb__minus__uci697__all__dropout_vs_graduate__enrollment__full__histgb,c14b|uci697|all|dropout_vs_graduate|histgb|c13_selected|loo__age_at_enrollment,sensitivity,2000,2,c14b|uci697|all|dropout_vs_graduate|enrollment|histgb|c13_selected,uci697|all|dropout_vs_graduate|enrollment,draws/task_9226774e375e27c17f05.npz,c001,6a4a9dba74e6982e29f69089c386f6fa41d97c3ec6400addcee5edde11c0535c,row,3630,3630,5c938eb5acfc9a9b5dba45b319c16256463f9ac8a8b5421cc904284e923ac5a8
C14B_frozen,uci697,all,dropout_vs_graduate,semester1,histgb,c13_selected,loo__age_at_enrollment,c14b__uci697__all__dropout_vs_graduate__semester1__loo__age_at_enrollment__histgb__minus__uci697__all__dropout_vs_graduate__semester1__full__histgb,c14b|uci697|all|dropout_vs_graduate|histgb|c13_selected|loo__age_at_enrollment,sensitivity,2000,2,c14b|uci697|all|dropout_vs_graduate|semester1|histgb|c13_selected,uci697|all|dropout_vs_graduate|semester1,draws/task_e0f0f655047d46f08c47.npz,c001,6894b95391e3403ccb8455c7cac962d1ebf38b8eb12393377ebb4b2a2b59f9eb,row,3630,3630,c7c05840090efb54df6a9a134a7913df192afcf13701ba4020d123c47437211a
C14B_frozen,uci697,all,dropout_vs_graduate,enrollment,histgb,c13_selected,loo__displaced,c14b__uci697__all__dropout_vs_graduate__enrollment__loo__displaced__histgb__minus__uci697__all__dropout_vs_graduate__enrollment__full__histgb,c14b|uci697|all|dropout_vs_graduate|histgb|c13_selected|loo__displaced,sensitivity,2000,2,c14b|uci697|all|dropout_vs_graduate|enrollment|histgb|c13_selected,uci697|all|dropout_vs_graduate|enrollment,draws/task_9226774e375e27c17f05.npz,c002,6a4a9dba74e6982e29f69089c386f6fa41d97c3ec6400addcee5edde11c0535c,row,3630,3630,5c938eb5acfc9a9b5dba45b319c16256463f9ac8a8b5421cc904284e923ac5a8
C14B_frozen,uci697,all,dropout_vs_graduate,semester1,histgb,c13_selected,loo__displaced,c14b__uci697__all__dropout_vs_graduate__semester1__loo__displaced__histgb__minus__uci697__all__dropout_vs_graduate__semester1__full__histgb,c14b|uci697|all|dropout_vs_graduate|histgb|c13_selected|loo__displaced,sensitivity,2000,2,c14b|uci697|all|dropout_vs_graduate|semester1|histgb|c13_selected,uci697|all|dropout_vs_graduate|semester1,draws/task_e0f0f655047d46f08c47.npz,c002,6894b95391e3403ccb8455c7cac962d1ebf38b8eb12393377ebb4b2a2b59f9eb,row,3630,3630,c7c05840090efb54df6a9a134a7913df192afcf13701ba4020d123c47437211a
C14B_frozen,uci697,all,dropout_vs_graduate,enrollment,histgb,c13_selected,loo__educational_special_needs,c14b__uci697__all__dropout_vs_graduate__enrollment__loo__educational_special_needs__histgb__minus__uci697__all__dropout_vs_graduate__enrollment__full__histgb,c14b|uci697|all|dropout_vs_graduate|histgb|c13_selected|loo__educational_special_needs,sensitivity,2000,2,c14b|uci697|all|dropout_vs_graduate|enrollment|histgb|c13_selected,uci697|all|dropout_vs_graduate|enrollment,draws/task_9226774e375e27c17f05.npz,c003,6a4a9dba74e6982e29f69089c386f6fa41d97c3ec6400addcee5edde11c0535c,row,3630,3630,5c938eb5acfc9a9b5dba45b319c16256463f9ac8a8b5421cc904284e923ac5a8
C14B_frozen,uci697,all,dropout_vs_graduate,semester1,histgb,c13_selected,loo__educational_special_needs,c14b__uci697__all__dropout_vs_graduate__semester1__loo__educational_special_needs__histgb__minus__uci697__all__dropout_vs_graduate__semester1__full__histgb,c14b|uci697|all|dropout_vs_graduate|histgb|c13_selected|loo__educational_special_needs,sensitivity,2000,2,c14b|uci697|all|dropout_vs_graduate|semester1|histgb|c13_selected,uci697|all|dropout_vs_graduate|semester1,draws/task_e0f0f655047d46f08c47.npz,c003,6894b95391e3403ccb8455c7cac962d1ebf38b8eb12393377ebb4b2a2b59f9eb,row,3630,3630,c7c05840090efb54df6a9a134a7913df192afcf13701ba4020d123c47437211a
C14B_frozen,uci697,all,dropout_vs_graduate,enrollment,histgb,c13_selected,loo__gender,c14b__uci697__all__dropout_vs_graduate__enrollment__loo__gender__histgb__minus__uci697__all__dropout_vs_graduate__enrollment__full__histgb,c14b|uci697|all|dropout_vs_graduate|histgb|c13_selected|loo__gender,sensitivity,2000,2,c14b|uci697|all|dropout_vs_graduate|enrollment|histgb|c13_selected,uci697|all|dropout_vs_graduate|enrollment,draws/task_9226774e375e27c17f05.npz,c004,6a4a9dba74e6982e29f69089c386f6fa41d97c3ec6400addcee5edde11c0535c,row,3630,3630,5c938eb5acfc9a9b5dba45b319c16256463f9ac8a8b5421cc904284e923ac5a8
C14B_frozen,uci697,all,dropout_vs_graduate,semester1,histgb,c13_selected,loo__gender,c14b__uci697__all__dropout_vs_graduate__semester1__loo__gender__histgb__minus__uci697__all__dropout_vs_graduate__semester1__full__histgb,c14b|uci697|all|dropout_vs_graduate|histgb|c13_selected|loo__gender,sensitivity,2000,2,c14b|uci697|all|dropout_vs_graduate|semester1|histgb|c13_selected,uci697|all|dropout_vs_graduate|semester1,draws/task_e0f0f655047d46f08c47.npz,c004,6894b95391e3403ccb8455c7cac962d1ebf38b8eb12393377ebb4b2a2b59f9eb,row,3630,3630,c7c05840090efb54df6a9a134a7913df192afcf13701ba4020d123c47437211a
C14B_frozen,uci697,all,dropout_vs_graduate,enrollment,histgb,c13_selected,loo__international,c14b__uci697__all__dropout_vs_graduate__enrollment__loo__international__histgb__minus__uci697__all__dropout_vs_graduate__enrollment__full__histgb,c14b|uci697|all|dropout_vs_graduate|histgb|c13_selected|loo__international,sensitivity,2000,2,c14b|uci697|all|dropout_vs_graduate|enrollment|histgb|c13_selected,uci697|all|dropout_vs_graduate|enrollment,draws/task_9226774e375e27c17f05.npz,c005,6a4a9dba74e6982e29f69089c386f6fa41d97c3ec6400addcee5edde11c0535c,row,3630,3630,5c938eb5acfc9a9b5dba45b319c16256463f9ac8a8b5421cc904284e923ac5a8
C14B_frozen,uci697,all,dropout_vs_graduate,semester1,histgb,c13_selected,loo__international,c14b__uci697__all__dropout_vs_graduate__semester1__loo__international__histgb__minus__uci697__all__dropout_vs_graduate__semester1__full__histgb,c14b|uci697|all|dropout_vs_graduate|histgb|c13_selected|loo__international,sensitivity,2000,2,c14b|uci697|all|dropout_vs_graduate|semester1|histgb|c13_selected,uci697|all|dropout_vs_graduate|semester1,draws/task_e0f0f655047d46f08c47.npz,c005,6894b95391e3403ccb8455c7cac962d1ebf38b8eb12393377ebb4b2a2b59f9eb,row,3630,3630,c7c05840090efb54df6a9a134a7913df192afcf13701ba4020d123c47437211a
C14B_frozen,uci697,all,dropout_vs_graduate,enrollment,histgb,c13_selected,loo__marital_status,c14b__uci697__all__dropout_vs_graduate__enrollment__loo__marital_status__histgb__minus__uci697__all__dropout_vs_graduate__enrollment__full__histgb,c14b|uci697|all|dropout_vs_graduate|histgb|c13_selected|loo__marital_status,sensitivity,2000,2,c14b|uci697|all|dropout_vs_graduate|enrollment|histgb|c13_selected,uci697|all|dropout_vs_graduate|enrollment,draws/task_9226774e375e27c17f05.npz,c006,6a4a9dba74e6982e29f69089c386f6fa41d97c3ec6400addcee5edde11c0535c,row,3630,3630,5c938eb5acfc9a9b5dba45b319c16256463f9ac8a8b5421cc904284e923ac5a8
C14B_frozen,uci697,all,dropout_vs_graduate,semester1,histgb,c13_selected,loo__marital_status,c14b__uci697__all__dropout_vs_graduate__semester1__loo__marital_status__histgb__minus__uci697__all__dropout_vs_graduate__semester1__full__histgb,c14b|uci697|all|dropout_vs_graduate|histgb|c13_selected|loo__marital_status,sensitivity,2000,2,c14b|uci697|all|dropout_vs_graduate|semester1|histgb|c13_selected,uci697|all|dropout_vs_graduate|semester1,draws/task_e0f0f655047d46f08c47.npz,c006,6894b95391e3403ccb8455c7cac962d1ebf38b8eb12393377ebb4b2a2b59f9eb,row,3630,3630,c7c05840090efb54df6a9a134a7913df192afcf13701ba4020d123c47437211a
C14B_frozen,uci697,all,dropout_vs_graduate,enrollment,histgb,c13_selected,loo__nacionality,c14b__uci697__all__dropout_vs_graduate__enrollment__loo__nacionality__histgb__minus__uci697__all__dropout_vs_graduate__enrollment__full__histgb,c14b|uci697|all|dropout_vs_graduate|histgb|c13_selected|loo__nacionality,sensitivity,2000,2,c14b|uci697|all|dropout_vs_graduate|enrollment|histgb|c13_selected,uci697|all|dropout_vs_graduate|enrollment,draws/task_9226774e375e27c17f05.npz,c007,6a4a9dba74e6982e29f69089c386f6fa41d97c3ec6400addcee5edde11c0535c,row,3630,3630,5c938eb5acfc9a9b5dba45b319c16256463f9ac8a8b5421cc904284e923ac5a8
C14B_frozen,uci697,all,dropout_vs_graduate,semester1,histgb,c13_selected,loo__nacionality,c14b__uci697__all__dropout_vs_graduate__semester1__loo__nacionality__histgb__minus__uci697__all__dropout_vs_graduate__semester1__full__histgb,c14b|uci697|all|dropout_vs_graduate|histgb|c13_selected|loo__nacionality,sensitivity,2000,2,c14b|uci697|all|dropout_vs_graduate|semester1|histgb|c13_selected,uci697|all|dropout_vs_graduate|semester1,draws/task_e0f0f655047d46f08c47.npz,c007,6894b95391e3403ccb8455c7cac962d1ebf38b8eb12393377ebb4b2a2b59f9eb,row,3630,3630,c7c05840090efb54df6a9a134a7913df192afcf13701ba4020d123c47437211a
C14B_frozen,uci697,all,dropout_vs_graduate,enrollment,histgb,c13_selected,no_direct_personal,c14b__uci697__all__dropout_vs_graduate__enrollment__no_direct_personal__histgb__minus__uci697__all__dropout_vs_graduate__enrollment__full__histgb,c14b|uci697|all|dropout_vs_graduate|histgb|c13_selected|no_direct_personal,primary,5000,2,c14b|uci697|all|dropout_vs_graduate|enrollment|histgb|c13_selected,uci697|all|dropout_vs_graduate|enrollment,draws/task_9226774e375e27c17f05.npz,c008,6a4a9dba74e6982e29f69089c386f6fa41d97c3ec6400addcee5edde11c0535c,row,3630,3630,5c938eb5acfc9a9b5dba45b319c16256463f9ac8a8b5421cc904284e923ac5a8
C14B_frozen,uci697,all,dropout_vs_graduate,enrollment,logistic,c13_selected,no_direct_personal,c14b__uci697__all__dropout_vs_graduate__enrollment__no_direct_personal__logistic__minus__uci697__all__dropout_vs_graduate__enrollment__full__logistic,c14b|uci697|all|dropout_vs_graduate|logistic|c13_selected|no_direct_personal,sensitivity,2000,2,c14b|uci697|all|dropout_vs_graduate|enrollment|logistic|c13_selected,uci697|all|dropout_vs_graduate|enrollment,draws/task_96d12470378d13fe2a21.npz,c001,c4483f1f664bd1144fce6a9fc6d1b7e2615a1aee3a50920e8c14cdf93b8a29aa,row,3630,3630,5c938eb5acfc9a9b5dba45b319c16256463f9ac8a8b5421cc904284e923ac5a8
C14B_frozen,uci697,all,dropout_vs_graduate,semester1,histgb,c13_selected,no_direct_personal,c14b__uci697__all__dropout_vs_graduate__semester1__no_direct_personal__histgb__minus__uci697__all__dropout_vs_graduate__semester1__full__histgb,c14b|uci697|all|dropout_vs_graduate|histgb|c13_selected|no_direct_personal,primary,5000,2,c14b|uci697|all|dropout_vs_graduate|semester1|histgb|c13_selected,uci697|all|dropout_vs_graduate|semester1,draws/task_e0f0f655047d46f08c47.npz,c008,6894b95391e3403ccb8455c7cac962d1ebf38b8eb12393377ebb4b2a2b59f9eb,row,3630,3630,c7c05840090efb54df6a9a134a7913df192afcf13701ba4020d123c47437211a
C14B_frozen,uci697,all,dropout_vs_graduate,semester1,logistic,c13_selected,no_direct_personal,c14b__uci697__all__dropout_vs_graduate__semester1__no_direct_personal__logistic__minus__uci697__all__dropout_vs_graduate__semester1__full__logistic,c14b|uci697|all|dropout_vs_graduate|logistic|c13_selected|no_direct_personal,sensitivity,2000,2,c14b|uci697|all|dropout_vs_graduate|semester1|logistic|c13_selected,uci697|all|dropout_vs_graduate|semester1,draws/task_44d2ec9c39e57dd8145b.npz,c001,32968fae87728ed6a06e591c72e9e901f61532b9a3b783ca90e8375980a32c80,row,3630,3630,c7c05840090efb54df6a9a134a7913df192afcf13701ba4020d123c47437211a
C14B_frozen,uci697,all,dropout_vs_graduate,enrollment,histgb,c13_selected,no_family_financial,c14b__uci697__all__dropout_vs_graduate__enrollment__no_family_financial__histgb__minus__uci697__all__dropout_vs_graduate__enrollment__full__histgb,c14b|uci697|all|dropout_vs_graduate|histgb|c13_selected|no_family_financial,primary,5000,2,c14b|uci697|all|dropout_vs_graduate|enrollment|histgb|c13_selected,uci697|all|dropout_vs_graduate|enrollment,draws/task_9226774e375e27c17f05.npz,c009,6a4a9dba74e6982e29f69089c386f6fa41d97c3ec6400addcee5edde11c0535c,row,3630,3630,5c938eb5acfc9a9b5dba45b319c16256463f9ac8a8b5421cc904284e923ac5a8
C14B_frozen,uci697,all,dropout_vs_graduate,enrollment,logistic,c13_selected,no_family_financial,c14b__uci697__all__dropout_vs_graduate__enrollment__no_family_financial__logistic__minus__uci697__all__dropout_vs_graduate__enrollment__full__logistic,c14b|uci697|all|dropout_vs_graduate|logistic|c13_selected|no_family_financial,sensitivity,2000,2,c14b|uci697|all|dropout_vs_graduate|enrollment|logistic|c13_selected,uci697|all|dropout_vs_graduate|enrollment,draws/task_96d12470378d13fe2a21.npz,c002,c4483f1f664bd1144fce6a9fc6d1b7e2615a1aee3a50920e8c14cdf93b8a29aa,row,3630,3630,5c938eb5acfc9a9b5dba45b319c16256463f9ac8a8b5421cc904284e923ac5a8
C14B_frozen,uci697,all,dropout_vs_graduate,semester1,histgb,c13_selected,no_family_financial,c14b__uci697__all__dropout_vs_graduate__semester1__no_family_financial__histgb__minus__uci697__all__dropout_vs_graduate__semester1__full__histgb,c14b|uci697|all|dropout_vs_graduate|histgb|c13_selected|no_family_financial,primary,5000,2,c14b|uci697|all|dropout_vs_graduate|semester1|histgb|c13_selected,uci697|all|dropout_vs_graduate|semester1,draws/task_e0f0f655047d46f08c47.npz,c009,6894b95391e3403ccb8455c7cac962d1ebf38b8eb12393377ebb4b2a2b59f9eb,row,3630,3630,c7c05840090efb54df6a9a134a7913df192afcf13701ba4020d123c47437211a
C14B_frozen,uci697,all,dropout_vs_graduate,semester1,logistic,c13_selected,no_family_financial,c14b__uci697__all__dropout_vs_graduate__semester1__no_family_financial__logistic__minus__uci697__all__dropout_vs_graduate__semester1__full__logistic,c14b|uci697|all|dropout_vs_graduate|logistic|c13_selected|no_family_financial,sensitivity,2000,2,c14b|uci697|all|dropout_vs_graduate|semester1|logistic|c13_selected,uci697|all|dropout_vs_graduate|semester1,draws/task_44d2ec9c39e57dd8145b.npz,c002,32968fae87728ed6a06e591c72e9e901f61532b9a3b783ca90e8375980a32c80,row,3630,3630,c7c05840090efb54df6a9a134a7913df192afcf13701ba4020d123c47437211a
C14B_frozen,uci697,all,dropout_vs_graduate,enrollment,histgb,c13_selected,targeted_gender_special_needs,c14b__uci697__all__dropout_vs_graduate__enrollment__targeted_gender_special_needs__histgb__minus__uci697__all__dropout_vs_graduate__enrollment__full__histgb,c14b|uci697|all|dropout_vs_graduate|histgb|c13_selected|targeted_gender_special_needs,primary,5000,2,c14b|uci697|all|dropout_vs_graduate|enrollment|histgb|c13_selected,uci697|all|dropout_vs_graduate|enrollment,draws/task_9226774e375e27c17f05.npz,c010,6a4a9dba74e6982e29f69089c386f6fa41d97c3ec6400addcee5edde11c0535c,row,3630,3630,5c938eb5acfc9a9b5dba45b319c16256463f9ac8a8b5421cc904284e923ac5a8
C14B_frozen,uci697,all,dropout_vs_graduate,enrollment,logistic,c13_selected,targeted_gender_special_needs,c14b__uci697__all__dropout_vs_graduate__enrollment__targeted_gender_special_needs__logistic__minus__uci697__all__dropout_vs_graduate__enrollment__full__logistic,c14b|uci697|all|dropout_vs_graduate|logistic|c13_selected|targeted_gender_special_needs,sensitivity,2000,2,c14b|uci697|all|dropout_vs_graduate|enrollment|logistic|c13_selected,uci697|all|dropout_vs_graduate|enrollment,draws/task_96d12470378d13fe2a21.npz,c003,c4483f1f664bd1144fce6a9fc6d1b7e2615a1aee3a50920e8c14cdf93b8a29aa,row,3630,3630,5c938eb5acfc9a9b5dba45b319c16256463f9ac8a8b5421cc904284e923ac5a8
C14B_frozen,uci697,all,dropout_vs_graduate,semester1,histgb,c13_selected,targeted_gender_special_needs,c14b__uci697__all__dropout_vs_graduate__semester1__targeted_gender_special_needs__histgb__minus__uci697__all__dropout_vs_graduate__semester1__full__histgb,c14b|uci697|all|dropout_vs_graduate|histgb|c13_selected|targeted_gender_special_needs,primary,5000,2,c14b|uci697|all|dropout_vs_graduate|semester1|histgb|c13_selected,uci697|all|dropout_vs_graduate|semester1,draws/task_e0f0f655047d46f08c47.npz,c010,6894b95391e3403ccb8455c7cac962d1ebf38b8eb12393377ebb4b2a2b59f9eb,row,3630,3630,c7c05840090efb54df6a9a134a7913df192afcf13701ba4020d123c47437211a
C14B_frozen,uci697,all,dropout_vs_graduate,semester1,logistic,c13_selected,targeted_gender_special_needs,c14b__uci697__all__dropout_vs_graduate__semester1__targeted_gender_special_needs__logistic__minus__uci697__all__dropout_vs_graduate__semester1__full__logistic,c14b|uci697|all|dropout_vs_graduate|logistic|c13_selected|targeted_gender_special_needs,sensitivity,2000,2,c14b|uci697|all|dropout_vs_graduate|semester1|logistic|c13_selected,uci697|all|dropout_vs_graduate|semester1,draws/task_44d2ec9c39e57dd8145b.npz,c003,32968fae87728ed6a06e591c72e9e901f61532b9a3b783ca90e8375980a32c80,row,3630,3630,c7c05840090efb54df6a9a134a7913df192afcf13701ba4020d123c47437211a
C14D_harmonized,oulad,all,withdrawal_or_fail,day14,histgb,c14d_selected,sex_gender,c14d__oulad__all__withdrawal_or_fail__day14__sex_gender,c14d|oulad|all|withdrawal_or_fail|sex_gender,primary,5000,6,c14d|oulad|all|withdrawal_or_fail|day14,oulad|all|withdrawal_or_fail|day14,draws/task_307e8a99ea89492c7fe0.npz,c000,f6277138c62fe68e87a47d59db5cd62c1f8dd0da7debc3f4fa6c0118010505dd,id_student_cluster,8967,9331,5236f71cb0307ebcb2925b7dd1aa54c0d26a86e573a7dca028a0772c014cccc3
